,Unnamed: 0,Column1,scope,title,manual_keywords,generated_keywords,name,description
245,253,245,iMooX,Demokratie MOOC - Teil 3,democracy;politics;society;basic knowledge;self-perception,Democracy;Politics;Citizenship;Education;Society;Governance;Participation;Engagement;Knowledge;Responsibility,Demokratie MOOC - Teil 3,"Durch die Absolvierung des DeMOOCs soll ein naeheres Verstaendnis von Demokratie, Politik und Gesellschaft auf verschiedenen politischen Ebenen entwickelt werden koennen, um so den eigenen Zugang zur Politik zu staerken und den eigenen aktiven Anteil am politischen System erfahren zu koennen.   Dafuer ist es einerseits notwendig, ein gewisses Basiswissen von Demokratie, Politik, politischer Prozesse und gesellschaftlicher Strukturen aufzubauen, um in einem zweiten Schritt dieses Wissen in der Praxis umsetzen zu koennen und in die eigene Lebenswelt integrieren zu koennen. Die Eigenwahrnehmung als aktive und muendige Buerger_innen wird dahingehend gestaerkt, sowie die dahingehenden Kenntnisse und Faehigkeiten erweitert. Diese Kenntnisse sollen auch auf die kuenftige eigene Kursgestaltung, paedagogische Arbeit oder das Unterrichten positiven Einfluss nehmen."
246,254,246,iMooX,#MeKoMOOC20: Medienkompetenz in der Lehre,media literacy;teaching;didactics;media;operational scenario,Media Literacy;Online Learning;Digital Media;Education;Teaching;Learning;Critical Thinking;Classroom Technology;Online Courses;Media Skills,#MeKoMOOC20: Medienkompetenz in der Lehre,"Dieser MOOC beschaeftigt sich mit den wesentlichen Aspekten des Erwerbs von Medienkompetenzen. Dabei geht es um die Definition des Begriffs ebenso wie Einsatzszenarien neuer Medien in der Lehre und den damit verbundenen Herausforderungen der angewendeten Didaktik, eingebettet in die rechtlichen Rahmenbedingungen und der Wirkung von Medien in Praxissituationen. Die Verknuepfung von Theorie und Praxisbeispielen regt zu einer kritischen Auseinandersetzung mit digitalen Medien und webbasiertem Lehren und Lernen an. Die Inhalte richten sich an Lehrende, Studierende aller Faecher, angehende Lehrerinnen und Lehrer, und grundsaetzlich an alle an der Thematik interessierten Personen."
247,255,247,iMooX,Food Biotechnology,food fermentation;alcoholic fermentation;acetic acid fermentation;yogurt;enzyms,Food Technology;Biotechnology;Fermentation;Enzymes;Food Production;Microbiology;Fungi;Lactic Acid;Ethanol;Yogurt Production,Food Biotechnology,Modul 1: LebensmittelfermentationenModul 2: Alkoholische GaerungModul 3: Essigsaeure-FermentationModul 4: JoghurtproduktionModul 5: Gaerung von GemueseModul 6: Enzyme fuer die LebensmittelproduktionModul 7: Pilze
248,256,248,iMooX,Musikdidaktische Konzeptionen,music education;conception;teaching music;social conditions;centuries,Music Education;20th Century;Educational Concepts;Teaching Methods;Music Pedagogy;Learning Theory;School System;Societal Influences;Historical Development;Educational History,Musikdidaktische Konzeptionen,"In diesem Mooc erhalten Sie einen umfassenden Einblick in die Entwicklung von musikpaedagogischen Konzeptionen im Laufe des 20. Jahrhunderts. Welche Vorstellungen von Musik - und musikalischem Lernen - haben den schulischen Musikunterricht im Verlauf des Jahrhunderts gepraegt? Welche gesellschaftlichen Bedingungen haben sich besonders in der Gestaltung des Unterrichts, in der Auswahl und im Umgang mit Musik widergespiegelt?In den einzelnen Modulen wird - mit Ausnahme des letzten Moduls - jeweils ein Schlaglicht auf eine besondere ""Konzeption"", bzw. auf eine bestimmte Zeitspanne gelegt. Die schulischen und gesellschaftlichen Bedingungen werden in den Blick genommen und wesentliche Ideen und Vorstellungen der Musikpaedagog_innen werden vorgestellt. Die Vorstellung und Analyse der Konzeptionen wird begleitet und umrahmt von zahlreichen erhellenden, teils lustigen, teils beeindruckenden aber auch teils diskussionswuerdigen Zitaten aus den Originaltexten selbst. "
249,257,249,iMooX,Tenses explained,Future tense;Present tense;Past tense;Present perfect;Past perfect,Verb Tenses;English Grammar;Future Tense;Present Tense;Past Tense;Verb Conjugation;Language Learning;Tense Rules;English Language;Grammar Guide,Tenses explained,Future tense (will / going to)Present tense (simple / progressive)Past tense (simple / progressive)Present perfect tense (simple / progressive)Past perfect tense (simple / progressive)
250,258,250,iMooX,LawBusters – Der Weihnachts-MOOC – Movie-Edition,christmas movies;legal aspects;home alone;the last unicorn;die hard,Christmas movies;Legal issues;Film analysis;Law-related themes;Weihnachtsfilme (German for ""Christmas films"");MOOC (Massive Open Online Course);Movie edition;LawBusters;Rechtliche Aspekte (German for ""legal aspects"");Film studies,LawBusters – Der Weihnachts-MOOC – Movie-Edition,Diesmal nehmen sich die LawBusters bekannte und beliebte Weihnachtsfilme vor und beleuchten deren rechtliche Aspekte1.Kevin allein zu Haus 2.Das letzte Einhorn3.Stirb langsam – Teil I
251,259,251,iMooX,Digitales Leben 1,digital revolution;society;algorithms;data protection;robot ethics,Digital Revolution;Data Privacy;Algorithm;Robot Ethics;Social Impact;Individual Freedom;Digital Transformation;Inclusion;Democracy;Artificial Intelligence,Digitales Leben 1,"Die Digitale Revolution wirkt sich in vielfaeltiger Weise auf jedeN von uns und auf die gesamte Gesellschaft aus. In diesem MOOC beschaeftigen Sie sich mit diesem Themenkomplex. In fuenf Lektionen erhalten Sie neue Perspektiven auf die Digitale Transformation aus der Gesundheits- und Sozialforschung, den Rechtswissenschaften, der (Roboter-)Ethik, der Soziologie und Social-Media-Netzwerkforschung, der politischen Geografie und den Bildungswissenschaften.  Dabei spielen Individuen eine große Rolle: Ihre (aktiv oder passiv erzeugten) Daten werden von Algorithmen verarbeitet, was unterschiedlichste Auswirkungen hat, wie z.B. den Umgang mit unserem Koerper, die Rolle des Rechts in ethischen Fragestellungen, sowie die Sicht auf Roboter als PartnerInnen oder DienstleisterInnen. Außerdem sind die Chancen und Grenzen gesellschaftlicher Teilhabe und (bestehende, vertiefte und neue) Machtverhaeltnisse ein Thema. Dabei lernen Sie Begriffe wie Datensouveraenitaet, Datenpolitik, Algorithmen-Spielraeume und Datenkoerper kennen, sowie eine Definition von Robotern und vieles mehr. Diskutieren Sie die potenziellen Auswirkungen der Digitalen Revolution auf Zivilgesellschaft, Privatsphaere, Inklusion und demokratische Prozesse mit anderen Teilnehmenden und entwickeln Sie so Ihre eigene Position!  Zu den Themen des MOOC zaehlen u.a.:Algorithmen bei GrenzkontrollenAlgorithmus zur Beurteilung Arbeitsloser: Fallbeispiel Oesterreich und die Datenschutz-Grundverordnung (DSGVO)Autonomes Fahren im Spannungsverhaeltnis zur StraßenverkehrsordnungRoboter und moralisches Handeln;SexroboterCambridge Analytica FilesSoziologische Betrachtung von Technologie und deren WirkungBewusster Umgang mit Diskriminierungsverhaeltnissen"
252,260,252,iMooX,Wissenschaftliches Schreiben Schritt für Schritt,scientific writing;writing process;collecting ideas;structure topics;writing exercise,Scientific Writing;Step-by-Step Guide;Writing Process;Planning;Brainstorming;Reading;Structuring;Focusing;Practical Exercises;Learning Resource,,
253,261,253,iMooX,DigiSkills für alle – Machen Sie sich fit für die digitale Welt!,digital competencies;world of work;safety;problem solving;digital contents,Digital Skills;Online Course;Computer Basics;Data Security;Information Literacy;Digital Communication;Content Creation;Problem-Solving;Learning Resources;Digital Competence,,
254,262,254,iMooX,25 Jahre Österreich in der EU: Der Weg der Steiermark vom Rand ins Zentrum EUropas,austria;EU;Steiermark;european integration;europe of the regions,European Union;Austria;History;Integration;Politics;Regions;Europe;Membership;Accession;European Affairs,,
255,263,255,iMooX,Rechtlich sicher forschen,scientific research;legal questions;copyright questions;licensing issues;open access,Research Ethics;Legal Issues;Data Protection;Copyright Law;Labor Laws;Contract Law;European Law;Research Process;Academic Integrity;Compliance,Rechtlich sicher forschen,"Wissenschaftliche Forschung umfasst viel mehr als die intensive Beschaeftigung mit einem Themenkomplex. Der Weg von der Themenfindung bis zur Publikation ist ein vielschichtiger Prozess, bei dem immer wieder auch rechtliche Fragestellungen relevant werden. Der Kurs ""Rechtlich sicher forschen"" vermittelt einen ersten Ueberblick darueber, welche rechtlichen Herausforderungen wissenschaftliche Forschung mit sich bringt und wie man am besten mit diesen umgeht. Neben arbeitsrechtlichen, urheberrechtlichen und vertragsrechtlichen Fragen, gilt es unter anderem auch, datenschutzrechtliche und ethische Fragestellungen zu beantworten:Was unterscheidet Arbeit- und Geldgeber? Sind Metadaten urheberrechtlich geschuetzt? Wie gehe ich mit sensiblen personenbezogenen Daten um? Wie wahre ich die Wuerde meiner Proband*innen? Welche Rolle spielt das Europarecht fuer meine Forschung?   In diesem Kurs erfahren Sie, worum es in den jeweiligen Themenfeldern geht, wo man sich selbst orientieren kann – und wann man besser beginnt, mit Expertinnen und Experten zu reden."
256,264,256,iMooX,Rechtlich sicher publizieren,scientific research;legal questions;copyright questions;licensing issues;open access,Legal aspects;Scientific publishing;Copyright law;Licensing;Patents;Intellectual property;Open Access;Research publishing;European laws;Academic publishing,Rechtlich sicher publizieren,"     Wissenschaftliche  Forschung umfasst viel mehr als die intensive Beschaeftigung mit einem  Themenkomplex. Der Weg von der Themenfindung bis zur Publikation ist ein  vielschichtiger Prozess, bei dem immer wieder auch rechtliche  Fragestellungen relevant werden. Der Kurs ""Rechtlich sicher publizieren"" vermittelt einen ersten Ueberblick darueber, welche rechtlichen Herausforderungen wissenschaftliches Publizieren mit sich bringt und wie man am besten mit diesen umgeht. Neben     urheberrechtlichen und vertragsrechtlichen Fragen, gilt es unter anderen auch, lizenzrechtliche und patentrechtliche Fragestellungen zu beantworten.  Was sind die Aufgaben einer Verwertungsgesellschaft?     Wie werde ich mit meiner Forschung rasch bekannt? Was bedeutet CC-BY-SA? Wie schuetze ich mein geistiges Eigentum? Welche Rolle spielt das Europarecht fuer meine Forschung?       Was ist Open Access und wie trage ich dazu bei?           In diesem Kurs erfahren Sie, worum es in den jeweiligen Themenfeldern geht, wo man sich selbst orientieren kann – und wo man dann vielleicht besser beginnt, mit Expertinnen und Experten zu reden."
257,265,257,iMooX,Viel-Falter: Tagfalter-Monitoring,biodiversity monitoring;butterfly monitoring;identification of butterflies;multi-butterfly survey method,Biodiversity;Monitoring;Butterflies;Identification;Surveying;Nature;Wildlife;Conservation;Ecology;Environmental Science,Viel-Falter: Tagfalter-Monitoring, Was ist Biodiversitaets-Monitoring und warum braucht es das? Was ist ein Tagfalter-Monitoring und wie funktioniert es? Einfuehrung in die Bestimmung von Tagfaltern und die Viel-Falter Erhebungsmethode.
258,266,258,iMooX,LawBusters X-Mas-MOOC – Harry Potter Edition,LawBusters;Harry Potter Edition;Philosopher's Code;Custody of Terror;Prisoner of the Dock,Law;Harry Potter;Online Course;Legal System;Crime;Justice;Procedure;Fantasy;Education;Interactive Learning,LawBusters X-Mas-MOOC – Harry Potter Edition,LawBusters und der Kodex der WeisenLawBusters und die Obsorge des Schreckens feat. Cornelia PascherLawBusters und die Befangenen der Anklagebank
259,267,259,iMooX,Distance Learning MOOC - 2. Durchgang,Distance learning;basics;platforms;content;communication,Online Learning;Distance Education;E-Learning Platforms;Content Creation;Feedback Methods;Communication Skills;Collaboration Techniques;Organizational Tools;Educational Resources;Digital Learning,Distance Learning MOOC - 2. Durchgang,Die Themen des MOOCs im Ueberblick:Modul 1: Distance Learning: Grundlagen – Plattformen – OrganisationModul 2: Content finden und bereitstellenModul 3: Einsammeln und rueckmelden – auch multimedialModul 4: Kommunikation foerdern und gestalten
260,268,260,iMooX,Was mach ich hier eigentlich? Die Bachelorarbeit schaffen! ,Bachelor thesis;writing project;research design;research question;writing strategies,Bachelor's thesis;Writing skills;Research process;Time management;Writing project;Thesis writing;Planning and organization;Revision techniques;Academic writing;Study tips,Was mach ich hier eigentlich? Die Bachelorarbeit schaffen! ," Der Kurs ist in vier Lektionen gegliedert, die sich an den Phasen eines Schreibprojekts orientieren. Im Laufe dieser vier Lektionen werden Sie an Ihr Schreibprojekt herangefuehrt und mit vielen Uebungen und Methoden aus der Schreibdidaktik vertraut gemacht.        Lektion 1             Lektion 2             Lektion 3             Lektion 4         Anforderungen an eine Bachelorarbeit kennen             Ein Schreibprojekt im eigenen Fach konzipieren              Den Arbeits- und Schreibprozess durchfuehren              Ueberarbeiten und Finalisieren - und was dann?           Rahmenbedingungen von Bachelorarbeiten  Erwartungen an Bachelorarbeiten Planung und Umsetzung eines großen SchreibprojektesPhasen des Schreibprojektes auf das eigene Zeitmanagement umlegen              Themenfindung - und Eingrenzung  Forschungsprozess und Forschungsdesign  Forschungsfrage  Textsorte Exposé              Rohtexte schreiben   Schreibstrategien und Ueberarbeitungsstrategien  Schreiben als Denkwerkzeug              Feedback  Abschluss und Abgabe eines großen Schreibprojekts   Ueberarbeitungsstrategien auf formaler und sprachlicher Ebene   Reflexion des Forschungs- und Schreibprozesses         "
